,SRCID,OBSID,SRC_NUM,EP_ONTIME,INST,FEAT_VALS
76,207640101010106,0764010101,120,61284.71,PNS,"[0.15714286 0.01428571 0.         0.         1.12630799 1.52961587
 1.56216811 3.03679061]"
77,201473301010073,0147330101,78,58354.49,PNX,"[  0.2972973    0.02702703   0.           0.           1.23074334
   1.28510641   1.13465413 -15.30693626]"
78,202044601010011,0723800801,5,53740.79,PNS,"[ 0.375       0.          0.          0.          1.62386163 -0.22511238
 -1.06852425 -1.2686677 ]"
79,201108902010054,0511580301,11,62753.28,PNU,"[ 0.27118644  0.01694915  0.          0.          1.2228027   1.12011913
  0.6651975  -0.13064688]"
80,205556304010153,0555630401,189,95272.65,PNX,"[ 0.09259259  0.03703704  0.01851852  0.          0.56840471  3.19410714
 13.10061725  7.05099487]"
81,201126101010036,0745110701,13,95375.47,PNS,"[ 0.32653061  0.          0.          0.          1.12637779  0.61573864
  0.08386205 -1.86211801]"
82,206555712010022,0841480801,20,68961.1,PNS,"[  0.28125      0.           0.           0.           1.45134866
   0.93342817  -0.3574522  -12.94106102]"
83,201118001010008,0200980101,11,56528.26,PNX,"[  0.35483871   0.           0.           0.           1.43659917
   0.58579345  -0.34259358 -10.91634655]"
84,203004803010062,0761500201,49,56048.02,PNX,"[ 0.14864865  0.04054054  0.          0.          0.78374471  1.76110419
  2.33629378 21.8097496 ]"
85,201129721015125,0690441801,122,81572.84,PNX,"[ 0.35135135  0.          0.          0.          1.23362357  0.55250415
 -0.05318031  2.60031056]"
86,201080604010017,0604961001,17,86371.38,PNS,"[0.25714286 0.01428571 0.         0.         1.13029778 0.6466317
 1.11109455 2.83770561]"
87,201108902010033,0554710801,22,62601.15,PNS,"[ 0.15686275  0.01960784  0.          0.          0.73484632  1.59777261
  1.66443576 -5.80229568]"
88,200651401010027,0723802101,44,99948.09,PNX,"[ 0.34        0.          0.          0.          1.30199422  0.14454448
 -0.58818994 -4.91039515]"
89,203009102010045,0402560401,18,54652.61,PNS,"[ 0.33333333  0.          0.          0.          1.38205668  0.19767575
 -0.59422004  1.60775137]"
90,204025609010004,0690600401,4,103240.8,PNU,"[ 0.35211268  0.          0.          0.          1.34947144  0.44085231
 -0.25105941  8.23649597]"
91,204025602010072,0505760201,22,55541.77,PNS,"[ 0.33333333  0.          0.          0.          1.30381928  0.44131997
 -0.72672284  5.22607231]"
92,206578201010036,0864330101,25,88407.34,PNS,"[ 0.25        0.          0.          0.          1.24742377  1.1381882
  0.36164456 -8.87370396]"
93,208317907010081,0831790701,81,102428.7,PNS,"[ 1.41025641e-01  1.28205128e-02  0.00000000e+00  0.00000000e+00
  9.21717715e-01  1.61084552e+00  1.61620692e+00 -2.22005939e+01]"
94,207219005010033,0782010101,8,69452.27,PNS,"[0.22727273 0.         0.         0.         1.28457217 0.21760789
 0.06416861 4.75884724]"
95,201026402010005,0650510301,5,84962.79,PNX,"[ 0.38333333  0.          0.          0.          1.62056961  0.21640351
 -0.76205539  2.16119599]"
96,201026402010004,0650510101,9,100126.1,PNS,"[ 0.33333333  0.          0.          0.          1.54364383  0.1856245
 -0.82268616 13.34024525]"
97,201026401010020,0672190301,8,107039.4,PNS,"[ 0.15492958  0.04225352  0.          0.          0.76588263  2.18056876
  5.40614904 -1.79024315]"
98,206721903010067,0672190301,67,107010.8,PNS,"[  0.33802817   0.           0.           0.           1.20522304
   0.56191716  -0.37109136 -13.79034233]"
99,201530307010009,0748190101,9,52759.19,PNX,"[0.125      0.03125    0.         0.         0.91546739 1.97310929
 4.46203673 2.12220097]"
100,206713901010052,0764550101,10,62621.5,PNS,"[ 0.18181818  0.          0.          0.          1.44086713  1.1220727
  0.27525191 -8.0975914 ]"
101,207634503010007,0763450301,7,133877.2,PNX,"[  0.31395349   0.           0.           0.           1.34973301
   0.0373729   -0.30108407 -12.63874722]"
102,206553438390002,0841481901,3,85230.59,PNX,"[  0.16949153   0.01694915   0.           0.           0.70966781
   1.64707199   1.66693014 -15.70816708]"
103,205549901010003,0760530201,3,81156.48,PNX,"[0.35555556 0.02222222 0.         0.         1.39606439 0.48881059
 0.82665316 6.65966606]"
104,203062301010050,0306230101,50,53264.18,PNX,"[ 0.42857143  0.          0.          0.          1.16684394 -0.49740814
 -0.92229071  0.97111475]"
105,208511812010001,0851181201,1,105465.4,PNS,"[ 0.35087719  0.01754386  0.          0.          1.15605399  0.54707344
  0.32162698 -7.11045933]"
106,208039902010113,0803990501,108,85085.0,PNS,"[0.28378378 0.         0.         0.         1.23939153 1.08089551
 0.12022982 7.03219032]"
107,201068601010010,0803990401,16,109861.3,PNS,"[ 0.4         0.          0.          0.          1.46006354  0.31112534
 -0.68872759  6.13881493]"
108,203041901010002,0304190101,2,59850.09,PNS,"[ 0.22222222  0.05555556  0.          0.          0.9674954   1.21734876
  2.55987865 -7.03675032]"
109,201513701010008,0505140201,10,65286.0,PNS,"[  0.27848101   0.           0.           0.           1.46149756
   0.82186885  -0.27640527 -42.7258606 ]"
110,208221502010002,0822150201,2,56540.46,PNS,"[ 0.375       0.          0.          0.          1.37119348 -0.07634181
 -0.95561979  1.68515205]"
111,206934502010004,0803460101,2,54145.86,PNX,"[ 0.375       0.          0.          0.          1.43789292  0.0131684
 -0.99589228 -7.34342575]"
112,207637204010011,0763720401,11,94416.37,PNX,"[  0.31034483   0.           0.           0.           1.16471887
   0.59347173   0.21952636 -17.97146034]"
113,206562020010012,0827050801,4,54684.1,PNX,"[ 0.36363636  0.          0.          0.          1.38390776  0.52836589
 -0.83768497  2.97841549]"
114,200447406010003,0044740601,3,70351.73,PNS,"[0.22222222 0.         0.         0.         1.17244888 0.24284572
 0.20594453 0.52527285]"
115,206738201010002,0673820101,2,53542.49,PNX,"[ 0.33333333  0.          0.          0.          0.83330969 -0.47678669
 -0.40981698 -1.57727003]"
