Features Used,Validation Accuracy,Sim Test Accuracy,Real Test Accuracy,Real Test Completeness,Real Test Purity,F1 Score
"(4, 5, 7)",0.5034999847412109,0.5,0.782608687877655,0.0,0.0,0.0
"(4, 5, 8)",0.4964999854564667,0.5,0.8115941882133484,0.0,0.0,0.0
"(4, 5, 9)",0.9242222309112548,0.9217000007629396,0.4927536249160766,1.0,0.2708333333333333,0.4262295081967213
"(4, 5, 10)",0.6831111311912537,0.6923999786376953,0.4057970941066742,0.6153846153846154,0.1818181818181818,0.2807017543859649
"(4, 5, 11)",0.929722249507904,0.9305999875068665,0.695652186870575,0.9230769230769232,0.375,0.5333333333333333
"(4, 5, 12)",0.5026666522026062,0.5,0.8115941882133484,0.0,0.0,0.0
"(4, 5, 13)",0.8406111001968384,0.8417999744415283,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317072
"(4, 6, 7)",0.8702777624130249,0.8719000220298767,0.6811594367027283,0.9230769230769232,0.3636363636363636,0.5217391304347826
"(4, 6, 8)",0.9253888726234436,0.9240000247955322,0.6231883764266968,0.9230769230769232,0.3243243243243243,0.48
"(4, 6, 9)",0.9275000095367432,0.9239000082015992,0.5072463750839233,0.9230769230769232,0.2666666666666666,0.41379310344827575
"(4, 6, 10)",0.4970000088214874,0.5,0.8115941882133484,0.0,0.0,0.0
"(4, 6, 11)",0.9334444403648376,0.9323999881744384,0.52173912525177,0.9230769230769232,0.2727272727272727,0.4210526315789474
"(4, 6, 12)",0.4966111183166504,0.5,0.8115941882133484,0.0,0.0,0.0
"(4, 6, 13)",0.9169999957084656,0.9140999913215636,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317072
"(4, 7, 8)",0.9177777767181396,0.9144999980926514,0.7681159377098083,1.0,0.4482758620689655,0.6190476190476191
"(4, 7, 9)",0.9228333234786988,0.9225000143051147,0.6376811861991882,0.9230769230769232,0.3333333333333333,0.48979591836734687
"(4, 7, 10)",0.4990000128746032,0.5,0.8115941882133484,0.0,0.0,0.0
"(4, 7, 11)",0.9301666617393494,0.9323999881744384,0.5797101259231567,0.9230769230769232,0.3,0.4528301886792453
"(4, 7, 12)",0.5016666650772095,0.5,0.8115941882133484,0.0,0.0,0.0
"(4, 7, 13)",0.910277783870697,0.909500002861023,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317072
"(4, 8, 9)",0.5053889155387878,0.5,0.8115941882133484,0.0,0.0,0.0
"(4, 8, 10)",0.9192222356796264,0.9182999730110168,0.5942028760910034,1.0,0.3170731707317073,0.48148148148148145
"(4, 8, 11)",0.929111123085022,0.9300000071525574,0.782608687877655,0.8461538461538461,0.4583333333333333,0.5945945945945945
"(4, 8, 12)",0.5013889074325562,0.5,0.8115941882133484,0.0,0.0,0.0
"(4, 8, 13)",0.503777801990509,0.5,0.8115941882133484,0.0,0.0,0.0
"(4, 9, 10)",0.922166645526886,0.9215999841690063,0.52173912525177,0.9230769230769232,0.2727272727272727,0.4210526315789474
"(4, 9, 11)",0.9310555458068848,0.9319999814033508,0.6086956262588501,0.9230769230769232,0.3157894736842105,0.47058823529411764
"(4, 9, 12)",0.92294442653656,0.9218999743461608,0.2028985470533371,1.0,0.1911764705882352,0.32098765432098747
"(4, 9, 13)",0.9402777552604676,0.9394000172615052,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317072
"(4, 10, 11)",0.7157222032546997,0.7231000065803528,0.304347813129425,0.6153846153846154,0.1568627450980392,0.25
"(4, 10, 12)",0.8487777709960938,0.8510000109672546,0.3333333432674408,0.9230769230769232,0.2105263157894736,0.34285714285714275
"(4, 10, 13)",0.8841111063957214,0.8863000273704529,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317072
"(4, 11, 12)",0.9340000152587892,0.9322999715805054,0.2028985470533371,0.9230769230769232,0.1818181818181818,0.3037974683544304
"(4, 11, 13)",0.9291666746139526,0.930899977684021,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317072
"(4, 12, 13)",0.5478333234786987,0.5519999861717224,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317072
"(5, 6, 7)",0.8866666555404663,0.8859999775886536,0.8405796885490417,0.8461538461538461,0.55,0.6666666666666667
"(5, 6, 8)",0.922611117362976,0.9197999835014344,0.7246376872062683,1.0,0.40625,0.5777777777777777
"(5, 6, 9)",0.9187222123146056,0.9226999878883362,0.5797101259231567,0.9230769230769232,0.3,0.4528301886792453
"(5, 6, 10)",0.6673333048820496,0.6657999753952026,0.695652186870575,0.2307692307692307,0.2142857142857142,0.22222222222222213
"(5, 6, 11)",0.5009444355964661,0.5,0.782608687877655,0.0,0.0,0.0
"(5, 6, 12)",0.4930000007152557,0.5,0.8115941882133484,0.0,0.0,0.0
"(5, 6, 13)",0.8980000019073486,0.897599995136261,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317072
"(5, 7, 8)",0.9209444522857666,0.9204000234603882,0.6231883764266968,1.0,0.3333333333333333,0.5
"(5, 7, 9)",0.4946666657924652,0.5,0.8115941882133484,0.0,0.0,0.0
"(5, 7, 10)",0.863777756690979,0.8586000204086304,0.739130437374115,0.8461538461538461,0.4074074074074074,0.5499999999999999
"(5, 7, 11)",0.4958333373069763,0.5,0.8115941882133484,0.0,0.0,0.0
"(5, 7, 12)",0.4985555410385132,0.5,0.8115941882133484,0.0,0.0,0.0
"(5, 7, 13)",0.9312222003936768,0.9305999875068665,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317072
"(5, 8, 9)",0.5012778043746948,0.5,0.8115941882133484,0.0,0.0,0.0
"(5, 8, 10)",0.9146666526794434,0.9160000085830688,0.5942028760910034,0.9230769230769232,0.3076923076923077,0.4615384615384616
"(5, 8, 11)",0.9268333315849304,0.9248999953269958,0.7681159377098083,0.8461538461538461,0.44,0.5789473684210525
"(5, 8, 12)",0.9221110939979552,0.9205999970436096,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317072
"(5, 8, 13)",0.9312222003936768,0.9297000169754028,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317072
"(5, 9, 10)",0.9175000190734864,0.9185000061988832,0.52173912525177,1.0,0.2826086956521739,0.4406779661016949
"(5, 9, 11)",0.930833339691162,0.930999994277954,0.6521739363670349,0.9230769230769232,0.3428571428571428,0.4999999999999999
"(5, 9, 12)",0.4975555539131164,0.5,0.8115941882133484,0.0,0.0,0.0
"(5, 9, 13)",0.9405555725097656,0.9372000098228456,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317072
"(5, 10, 11)",0.5018888711929321,0.5,0.8115941882133484,0.0,0.0,0.0
"(5, 10, 12)",0.714888870716095,0.7263000011444092,0.1739130467176437,0.6923076923076923,0.1451612903225806,0.23999999999999994
"(5, 10, 13)",0.4997222125530243,0.5,0.8115941882133484,0.0,0.0,0.0
"(5, 11, 12)",0.9176666736602784,0.9172000288963318,0.1884057968854904,0.8461538461538461,0.1692307692307692,0.28205128205128205
"(5, 11, 13)",0.9273333549499512,0.92739999294281,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317072
"(5, 12, 13)",0.8521666526794434,0.8525000214576721,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317072
"(6, 7, 8)",0.9201666712760924,0.9205999970436096,0.6376811861991882,1.0,0.3421052631578947,0.5098039215686274
"(6, 7, 9)",0.9236111044883728,0.9228000044822692,0.5797101259231567,0.9230769230769232,0.3,0.4528301886792453
"(6, 7, 10)",0.4939999878406524,0.5,0.8115941882133484,0.0,0.0,0.0
"(6, 7, 11)",0.9083333611488342,0.9093000292778016,0.8695651888847351,0.6923076923076923,0.6428571428571429,0.6666666666666666
"(6, 7, 12)",0.887333333492279,0.885699987411499,0.1884057968854904,0.9230769230769232,0.1791044776119403,0.3
"(6, 7, 13)",0.8980555534362793,0.8949999809265137,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317072
"(6, 8, 9)",0.9279999732971193,0.9261999726295472,0.6086956262588501,1.0,0.325,0.4905660377358491
"(6, 8, 10)",0.905555546283722,0.9054999947547911,0.3913043439388275,1.0,0.2363636363636363,0.3823529411764705
"(6, 8, 11)",0.9235000014305116,0.9221000075340272,0.7681159377098083,1.0,0.4482758620689655,0.6190476190476191
"(6, 8, 12)",0.5025555491447449,0.5,0.8115941882133484,0.0,0.0,0.0
"(6, 8, 13)",0.9183889031410216,0.9168999791145324,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317072
"(6, 9, 10)",0.922444462776184,0.9217000007629396,0.5072463750839233,0.9230769230769232,0.2666666666666666,0.41379310344827575
"(6, 9, 11)",0.9307777881622314,0.930299997329712,0.6521739363670349,0.9230769230769232,0.3428571428571428,0.4999999999999999
"(6, 9, 12)",0.496833324432373,0.5,0.782608687877655,0.0,0.0,0.0
"(6, 9, 13)",0.500333309173584,0.5,0.8115941882133484,0.0,0.0,0.0
"(6, 10, 11)",0.5912222266197205,0.5861999988555908,0.3623188436031341,0.3076923076923077,0.1025641025641025,0.15384615384615377
"(6, 10, 12)",0.4981110990047455,0.5,0.8115941882133484,0.0,0.0,0.0
"(6, 10, 13)",0.4970000088214874,0.5,0.8115941882133484,0.0,0.0,0.0
"(6, 11, 12)",0.832111120223999,0.832099974155426,0.7246376872062683,0.5384615384615384,0.35,0.4242424242424242
"(6, 11, 13)",0.4974444508552551,0.5,0.8115941882133484,0.0,0.0,0.0
"(6, 12, 13)",0.4968888759613037,0.5,0.8115941882133484,0.0,0.0,0.0
"(7, 8, 9)",0.5036110877990723,0.5,0.8115941882133484,0.0,0.0,0.0
"(7, 8, 10)",0.9100000262260436,0.9056000113487244,0.6231883764266968,0.9230769230769232,0.3243243243243243,0.48
"(7, 8, 11)",0.9267222285270692,0.923799991607666,0.7101449370384216,1.0,0.3939393939393939,0.5652173913043478
"(7, 8, 12)",0.922166645526886,0.9203000068664552,0.2463768124580383,1.0,0.2,0.33333333333333337
"(7, 8, 13)",0.9398333430290222,0.9376000165939332,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317072
"(7, 9, 10)",0.9192222356796264,0.9223999977111816,0.5362318754196167,0.9230769230769232,0.2790697674418604,0.4285714285714285
"(7, 9, 11)",0.9339444637298584,0.9325000047683716,0.4927536249160766,0.9230769230769232,0.2608695652173913,0.4067796610169492
"(7, 9, 12)",0.925611138343811,0.9261000156402588,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317072
"(7, 9, 13)",0.9352777600288392,0.9358999729156494,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317072
"(7, 10, 11)",0.89811110496521,0.8955000042915344,0.695652186870575,0.8461538461538461,0.3666666666666666,0.5116279069767441
"(7, 10, 12)",0.711722195148468,0.7239000201225281,0.4492753744125366,0.6153846153846154,0.1951219512195122,0.29629629629629634
"(7, 10, 13)",0.7672222256660461,0.7623999714851379,0.1739130467176437,0.9230769230769232,0.1764705882352941,0.2962962962962963
"(7, 11, 12)",0.8980555534362793,0.897599995136261,0.8550724387168884,0.6153846153846154,0.6153846153846154,0.6153846153846154
"(7, 11, 13)",0.899222195148468,0.8964999914169312,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317072
"(7, 12, 13)",0.4991111159324646,0.5,0.8115941882133484,0.0,0.0,0.0
"(8, 9, 10)",0.925777792930603,0.92330002784729,0.4347825944423675,0.9230769230769232,0.24,0.380952380952381
"(8, 9, 11)",0.930833339691162,0.9319999814033508,0.6231883764266968,0.9230769230769232,0.3243243243243243,0.48
"(8, 9, 12)",0.9276111125946044,0.926699995994568,0.260869562625885,1.0,0.203125,0.33766233766233766
"(8, 9, 13)",0.9367777705192566,0.9384999871253968,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317072
"(8, 10, 11)",0.504277765750885,0.5,0.8115941882133484,0.0,0.0,0.0
"(8, 10, 12)",0.9135000109672546,0.9157000184059144,0.4347825944423675,1.0,0.25,0.4
"(8, 10, 13)",0.5038889050483704,0.5,0.8115941882133484,0.0,0.0,0.0
"(8, 11, 12)",0.9246110916137696,0.9211000204086304,0.6086956262588501,0.9230769230769232,0.3157894736842105,0.47058823529411764
"(8, 11, 13)",0.926111102104187,0.9203000068664552,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317072
"(8, 12, 13)",0.9376111030578612,0.935699999332428,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317072
"(9, 10, 11)",0.9208333492279052,0.9204000234603882,0.47826087474823,0.9230769230769232,0.2553191489361702,0.39999999999999997
"(9, 10, 12)",0.6497777700424194,0.6384999752044678,0.739130437374115,0.3846153846153846,0.3333333333333333,0.35714285714285715
"(9, 10, 13)",0.9105555415153505,0.910700023174286,0.2753623127937317,0.9230769230769232,0.1967213114754098,0.32432432432432434
"(9, 11, 12)",0.4990000128746032,0.5,0.8115941882133484,0.0,0.0,0.0
"(9, 11, 13)",0.9266666769981384,0.9280999898910522,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317072
"(9, 12, 13)",0.5026111006736755,0.5,0.8115941882133484,0.0,0.0,0.0
"(10, 11, 12)",0.4436666667461395,0.430400013923645,0.52173912525177,0.3846153846153846,0.1666666666666666,0.23255813953488363
"(10, 11, 13)",0.8316666483879089,0.8295000195503235,0.159420296549797,0.8461538461538461,0.1641791044776119,0.27499999999999997
"(10, 12, 13)",0.5051110982894897,0.5038999915122986,0.5942028760910034,0.0769230769230769,0.0588235294117647,0.06666666666666665
"(11, 12, 13)",0.8921666741371155,0.8912000060081482,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317072
