OBSID,Real Label,Pred Label,Probabilities
0862760201,0,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0784510301,0,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0842340201,0,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0864560101,1,1,"[1.8319216863072263e-38, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0651790201,0,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0831790701,1,1,"[2.6933538306101835e-23, 1.0, 5.55140639784871e-28, 5.55140639784871e-28, 5.55140639784871e-28, 5.55140639784871e-28, 5.55140639784871e-28, 5.55140639784871e-28, 5.55140639784871e-28, 5.55140639784871e-28, 5.55140639784871e-28, 5.55140639784871e-28, 5.55140639784871e-28, 5.55140639784871e-28, 5.55140639784871e-28, 5.55140639784871e-28, 5.55140639784871e-28, 5.55140639784871e-28, 5.55140639784871e-28, 5.55140639784871e-28, 5.55140639784871e-28, 5.55140639784871e-28, 5.55140639784871e-28, 5.55140639784871e-28, 5.55140639784871e-28, 5.55140639784871e-28, 5.55140639784871e-28, 5.55140639784871e-28, 5.55140639784871e-28, 5.55140639784871e-28, 5.55140639784871e-28, 5.55140639784871e-28, 5.55140639784871e-28, 5.55140639784871e-28, 5.55140639784871e-28, 5.55140639784871e-28, 5.55140639784871e-28, 5.55140639784871e-28, 5.55140639784871e-28, 5.55140639784871e-28, 5.55140639784871e-28]"
0657820101,0,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0725200101,0,1,"[9.046903740947822e-16, 1.0, 1.3993746223767192e-22, 1.3993746223767192e-22, 1.3993746223767192e-22, 1.3993746223767192e-22, 1.3993746223767192e-22, 1.3993746223767192e-22, 1.3993746223767192e-22, 1.3993746223767192e-22, 1.3993746223767192e-22, 1.3993746223767192e-22, 1.3993746223767192e-22, 1.3993746223767192e-22, 1.3993746223767192e-22, 1.3993746223767192e-22, 1.3993746223767192e-22, 1.3993746223767192e-22, 1.3993746223767192e-22, 1.3993746223767192e-22, 1.3993746223767192e-22, 1.3993746223767192e-22, 1.3993746223767192e-22, 1.3993746223767192e-22, 1.3993746223767192e-22, 1.3993746223767192e-22, 1.3993746223767192e-22, 1.3993746223767192e-22, 1.3993746223767192e-22, 1.3993746223767192e-22, 1.3993746223767192e-22, 1.3993746223767192e-22, 1.3993746223767192e-22, 1.3993746223767192e-22, 1.3993746223767192e-22, 1.3993746223767192e-22, 1.3993746223767192e-22, 1.3993746223767192e-22, 1.3993746223767192e-22, 1.3993746223767192e-22, 1.3993746223767192e-22]"
0111790101,0,1,"[7.72873179843113e-15, 1.0, 2.8065729273977053e-21, 2.8065729273977053e-21, 2.8065729273977053e-21, 2.8065729273977053e-21, 2.8065729273977053e-21, 2.8065729273977053e-21, 2.8065729273977053e-21, 2.8065729273977053e-21, 2.8065729273977053e-21, 2.8065729273977053e-21, 2.8065729273977053e-21, 2.8065729273977053e-21, 2.8065729273977053e-21, 2.8065729273977053e-21, 2.8065729273977053e-21, 2.8065729273977053e-21, 2.8065729273977053e-21, 2.8065729273977053e-21, 2.8065729273977053e-21, 2.8065729273977053e-21, 2.8065729273977053e-21, 2.8065729273977053e-21, 2.8065729273977053e-21, 2.8065729273977053e-21, 2.8065729273977053e-21, 2.8065729273977053e-21, 2.8065729273977053e-21, 2.8065729273977053e-21, 2.8065729273977053e-21, 2.8065729273977053e-21, 2.8065729273977053e-21, 2.8065729273977053e-21, 2.8065729273977053e-21, 2.8065729273977053e-21, 2.8065729273977053e-21, 2.8065729273977053e-21, 2.8065729273977053e-21, 2.8065729273977053e-21, 2.8065729273977053e-21]"
0200670401,0,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0805080501,0,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0872390101,1,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0864330401,0,1,"[1.306671475327491e-22, 1.0, 2.235544341845799e-31, 2.235544341845799e-31, 2.235544341845799e-31, 2.235544341845799e-31, 2.235544341845799e-31, 2.235544341845799e-31, 2.235544341845799e-31, 2.235544341845799e-31, 2.235544341845799e-31, 2.235544341845799e-31, 2.235544341845799e-31, 2.235544341845799e-31, 2.235544341845799e-31, 2.235544341845799e-31, 2.235544341845799e-31, 2.235544341845799e-31, 2.235544341845799e-31, 2.235544341845799e-31, 2.235544341845799e-31, 2.235544341845799e-31, 2.235544341845799e-31, 2.235544341845799e-31, 2.235544341845799e-31, 2.235544341845799e-31, 2.235544341845799e-31, 2.235544341845799e-31, 2.235544341845799e-31, 2.235544341845799e-31, 2.235544341845799e-31, 2.235544341845799e-31, 2.235544341845799e-31, 2.235544341845799e-31, 2.235544341845799e-31, 2.235544341845799e-31, 2.235544341845799e-31, 2.235544341845799e-31, 2.235544341845799e-31, 2.235544341845799e-31, 2.235544341845799e-31]"
0691570101,0,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0304190101,0,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0112551701,0,1,"[1.68998133948684e-26, 1.0, 7.542648754674036e-36, 7.542648754674036e-36, 7.542648754674036e-36, 7.542648754674036e-36, 7.542648754674036e-36, 7.542648754674036e-36, 7.542648754674036e-36, 7.542648754674036e-36, 7.542648754674036e-36, 7.542648754674036e-36, 7.542648754674036e-36, 7.542648754674036e-36, 7.542648754674036e-36, 7.542648754674036e-36, 7.542648754674036e-36, 7.542648754674036e-36, 7.542648754674036e-36, 7.542648754674036e-36, 7.542648754674036e-36, 7.542648754674036e-36, 7.542648754674036e-36, 7.542648754674036e-36, 7.542648754674036e-36, 7.542648754674036e-36, 7.542648754674036e-36, 7.542648754674036e-36, 7.542648754674036e-36, 7.542648754674036e-36, 7.542648754674036e-36, 7.542648754674036e-36, 7.542648754674036e-36, 7.542648754674036e-36, 7.542648754674036e-36, 7.542648754674036e-36, 7.542648754674036e-36, 7.542648754674036e-36, 7.542648754674036e-36, 7.542648754674036e-36, 7.542648754674036e-36]"
0851180501,1,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0761630301,0,1,"[9.40641810949577e-26, 1.0, 1.434760650155682e-34, 1.434760650155682e-34, 1.434760650155682e-34, 1.434760650155682e-34, 1.434760650155682e-34, 1.434760650155682e-34, 1.434760650155682e-34, 1.434760650155682e-34, 1.434760650155682e-34, 1.434760650155682e-34, 1.434760650155682e-34, 1.434760650155682e-34, 1.434760650155682e-34, 1.434760650155682e-34, 1.434760650155682e-34, 1.434760650155682e-34, 1.434760650155682e-34, 1.434760650155682e-34, 1.434760650155682e-34, 1.434760650155682e-34, 1.434760650155682e-34, 1.434760650155682e-34, 1.434760650155682e-34, 1.434760650155682e-34, 1.434760650155682e-34, 1.434760650155682e-34, 1.434760650155682e-34, 1.434760650155682e-34, 1.434760650155682e-34, 1.434760650155682e-34, 1.434760650155682e-34, 1.434760650155682e-34, 1.434760650155682e-34, 1.434760650155682e-34, 1.434760650155682e-34, 1.434760650155682e-34, 1.434760650155682e-34, 1.434760650155682e-34, 1.434760650155682e-34]"
0864330201,0,1,"[4.326221230093999e-31, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0891800601,0,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0152170501,0,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0145800101,0,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0401360101,0,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0551870401,0,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0124710801,1,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0761630101,0,1,"[7.533299829418671e-37, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0761630201,0,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0870830101,0,1,"[4.3929658819856353e-35, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0200670301,0,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0551870601,0,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0864330101,1,1,"[3.1569596160687385e-36, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0851180401,1,1,"[5.754450255209649e-22, 1.0, 1.0901811191121502e-26, 1.0901811191121502e-26, 1.0901811191121502e-26, 1.0901811191121502e-26, 1.0901811191121502e-26, 1.0901811191121502e-26, 1.0901811191121502e-26, 1.0901811191121502e-26, 1.0901811191121502e-26, 1.0901811191121502e-26, 1.0901811191121502e-26, 1.0901811191121502e-26, 1.0901811191121502e-26, 1.0901811191121502e-26, 1.0901811191121502e-26, 1.0901811191121502e-26, 1.0901811191121502e-26, 1.0901811191121502e-26, 1.0901811191121502e-26, 1.0901811191121502e-26, 1.0901811191121502e-26, 1.0901811191121502e-26, 1.0901811191121502e-26, 1.0901811191121502e-26, 1.0901811191121502e-26, 1.0901811191121502e-26, 1.0901811191121502e-26, 1.0901811191121502e-26, 1.0901811191121502e-26, 1.0901811191121502e-26, 1.0901811191121502e-26, 1.0901811191121502e-26, 1.0901811191121502e-26, 1.0901811191121502e-26, 1.0901811191121502e-26, 1.0901811191121502e-26, 1.0901811191121502e-26, 1.0901811191121502e-26, 1.0901811191121502e-26]"
0870830201,0,1,"[1.2237897198968135e-33, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0401360201,0,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0861910201,1,1,"[6.724089167409186e-12, 1.0, 2.9716422465103642e-12, 2.9716422465103642e-12, 2.9716422465103642e-12, 2.9716422465103642e-12, 2.9716422465103642e-12, 2.9716422465103642e-12, 2.9716422465103642e-12, 2.9716422465103642e-12, 2.9716422465103642e-12, 2.9716422465103642e-12, 2.9716422465103642e-12, 2.9716422465103642e-12, 2.9716422465103642e-12, 2.9716422465103642e-12, 2.9716422465103642e-12, 2.9716422465103642e-12, 2.9716422465103642e-12, 2.9716422465103642e-12, 2.9716422465103642e-12, 2.9716422465103642e-12, 2.9716422465103642e-12, 2.9716422465103642e-12, 2.9716422465103642e-12, 2.9716422465103642e-12, 2.9716422465103642e-12, 2.9716422465103642e-12, 2.9716422465103642e-12, 2.9716422465103642e-12, 2.9716422465103642e-12, 2.9716422465103642e-12, 2.9716422465103642e-12, 2.9716422465103642e-12, 2.9716422465103642e-12, 2.9716422465103642e-12, 2.9716422465103642e-12, 2.9716422465103642e-12, 2.9716422465103642e-12, 2.9716422465103642e-12, 2.9716422465103642e-12]"
